rsn,eqid,ssn,eqLat,eqLon,staLat,staLon,eqX,eqY,staX,staY,UTMzone,nerg_mu,res_tot,res_between,res_within
4437,73,636,23.7368,121.0023,23.89,120.3953,296.372599850253,2626.51648116272,234.79277041799,2644.63827467648,51N,-42.476737830657996,42.42247826135685,-0.5320637401621937,42.954542001519044
4438,73,638,23.7368,121.0023,23.96,120.4778,296.372599850253,2626.51648116272,243.328587962173,2651.87158342433,51N,-22.23658498374056,22.92871981162615,-0.5320637401621937,23.460783551788342
4439,73,640,23.7368,121.0023,24.13,120.4683,296.372599850253,2626.51648116272,242.709339178049,2671.20283306525,51N,-76.55630673090248,77.68820629878289,-0.5320637401621937,78.22027003894507
4440,73,641,23.7368,121.0023,24.0,120.4315,296.372599850253,2626.51648116272,238.696810591719,2656.64678977015,51N,-26.46227283832629,27.50887705234916,-0.5320637401621937,28.040940792511353
4441,73,642,23.7368,121.0023,23.92,120.3203,296.372599850253,2626.51648116272,227.218399432812,2648.25263050167,51N,-62.98736410394862,62.89843349635803,-0.5320637401621937,63.430497236520225
4442,73,646,23.7368,121.0023,24.02,120.5515,296.372599850253,2626.51648116272,250.940510592185,2658.18320928106,51N,-40.98544695951517,42.2545061988257,-0.5320637401621937,42.786569938987896
4443,73,652,23.7368,121.0023,23.88,120.6925,296.372599850253,2626.51648116272,265.035263181172,2642.46930224865,51N,-10.612946946384147,12.514042279536117,-0.5320637401621937,13.04610601969831
4444,73,659,23.7368,121.0023,24.26,120.6587,296.372599850253,2626.51648116272,262.29413317263,2684.82428982392,51N,-66.37725154985155,67.05592223925521,-0.5320637401621937,67.5879859794174
4445,73,661,23.7368,121.0023,23.92,120.6028,296.372599850253,2626.51648116272,255.98394187802,2647.49541091266,51N,-18.74048355627389,19.65994910031096,-0.5320637401621937,20.192012840473154
4446,73,663,23.7368,121.0023,23.96,120.3678,296.372599850253,2626.51648116272,232.125995018015,2651.910092931,51N,-47.15155917223041,47.97710471672712,-0.5320637401621937,48.50916845688931
4447,73,664,23.7368,121.0023,23.83,120.4713,296.372599850253,2626.51648116272,242.417441254261,2637.9429432978,51N,-28.38564017250508,29.377860929089593,-0.5320637401621937,29.909924669251787
4448,73,668,23.7368,121.0023,23.98,120.3445,296.372599850253,2626.51648116272,229.796852936473,2654.42903048958,51N,-51.300156985739065,52.558262134175976,-0.5320637401621937,53.09032587433817
4449,73,669,23.7368,121.0023,24.16,120.4913,296.372599850253,2626.51648116272,245.104400916555,2674.31818641071,51N,-84.60648061451953,85.95131452015919,-0.5320637401621937,86.48337826032139
4450,73,691,23.7368,121.0023,23.32,121.4512,296.372599850253,2626.51648116272,341.632141756212,2579.38584726856,51N,-68.0191125390606,67.9095982383857,-0.5320637401621937,68.4416619785479
4451,73,710,23.7368,121.0023,23.13,121.2147,296.372599850253,2626.51648116272,317.185751582975,2558.56848657032,51N,-40.530838997127304,40.737685839564314,-0.5320637401621937,41.26974957972651
4452,73,721,23.7368,121.0023,23.36,121.4673,296.372599850253,2626.51648116272,343.332399781188,2583.79751786511,51N,-66.51325368927768,66.53154736551457,-0.5320637401621937,67.06361110567676
4453,73,722,23.7368,121.0023,23.24,121.4142,296.372599850253,2626.51648116272,337.761404870313,2571.49096148581,51N,-67.27663842691362,67.70274934941683,-0.5320637401621937,68.23481308957903
4454,73,723,23.7368,121.0023,23.19,121.3957,296.372599850253,2626.51648116272,335.810025231005,2565.64510323201,51N,-61.445845514522404,61.73559576136988,-0.5320637401621937,62.26765950153207
4455,73,729,23.7368,121.0023,23.15,121.2072,296.372599850253,2626.51648116272,316.449374548433,2561.16182870526,51N,-35.96927892301243,36.08670177383241,-0.5320637401621937,36.6187655139946
4456,73,730,23.7368,121.0023,23.13,121.1252,296.372599850253,2626.51648116272,308.028415840065,2559.42180830372,51N,-42.265040241665275,43.24315868800019,-0.5320637401621937,43.77522242816239
4457,73,740,23.7368,121.0023,23.19,121.025,296.372599850253,2626.51648116272,297.851058762384,2565.59301614878,51N,-76.1333208944591,76.53216025127965,-0.5320637401621937,77.06422399144185
4458,74,27,23.9263,121.0702,23.76,120.6157,303.581254395337,2647.40883082798,256.982901424657,2629.17668618989,51N,-36.92823095481942,36.58121726408547,0.6113566086214959,35.96986065546397
4459,74,151,23.9263,121.0702,23.66,121.4248,303.581254395337,2647.40883082798,339.35700532632,2617.54478306647,51N,-48.430026427762016,48.80928152252845,0.6113566086214959,48.19792491390695
4460,74,161,23.9263,121.0702,23.97,121.5627,303.581254395337,2647.40883082798,353.766264065052,2651.96417303129,51N,-33.42657598770988,32.98788485871297,0.6113566086214959,32.37652825009147
4461,74,162,23.9263,121.0702,23.96,121.5685,303.581254395337,2647.40883082798,354.348961919757,2650.88767862684,51N,-34.97431405813853,34.561294759185785,0.6113566086214959,33.949938150564286
4462,74,166,23.9263,121.0702,23.81,121.4417,303.581254395337,2647.40883082798,341.257555348085,2634.28428630364,51N,-33.92675352303087,32.854807800958206,0.6113566086214959,32.24345119233671
4463,74,175,23.9263,121.0702,23.94,121.5777,303.581254395337,2647.40883082798,355.250708708154,2647.79608329941,51N,-36.80439569587103,36.32912885585176,0.6113566086214959,35.717772247230265
4464,74,176,23.9263,121.0702,23.78,121.456,303.581254395337,2647.40883082798,342.684162814542,2631.16764772748,51N,-36.39761244679972,35.518356396121206,0.6113566086214959,34.90699978749971
4465,74,177,23.9263,121.0702,23.76,121.5002,303.581254395337,2647.40883082798,347.162038080596,2628.91687059065,51N,-37.583420647669186,37.287676950776856,0.6113566086214959,36.67632034215536
4466,74,179,23.9263,121.0702,23.68,121.4827,303.581254395337,2647.40883082798,345.284152330528,2620.120078568,51N,-41.85094254783448,41.942764235926184,0.6113566086214959,41.331407627304685
4467,74,180,23.9263,121.0702,23.59,121.3837,303.581254395337,2647.40883082798,335.066678113127,2609.52626542606,51N,-43.432552018240436,43.7059739981301,0.6113566086214959,43.0946173895086
4468,74,181,23.9263,121.0702,23.73,121.4447,303.581254395337,2647.40883082798,341.464226569064,2625.23730000074,51N,-37.20540640095115,36.92272296976331,0.6113566086214959,36.311366361141815
4469,74,195,23.9263,121.0702,23.99,121.5645,303.581254395337,2647.40883082798,353.975748003147,2654.21392682604,51N,-35.51998839069319,35.41012787749717,0.6113566086214959,34.79877126887567
4470,74,197,23.9263,121.0702,23.87,121.5568,303.581254395337,2647.40883082798,353.053736322239,2640.32444737923,51N,-38.17686166070713,38.226370569361755,0.6113566086214959,37.61501396074026
4471,74,204,23.9263,121.0702,23.97,121.4928,303.581254395337,2647.40883082798,346.652082272825,2651.26320147417,51N,-36.10553499422732,35.754250899624616,0.6113566086214959,35.14289429100312
4472,74,205,23.9263,121.0702,23.87,121.5073,303.581254395337,2647.40883082798,348.016285737947,2640.70892845511,51N,-34.68726605588138,34.66823558697473,0.6113566086214959,34.05687897835323
4473,74,572,23.9263,121.0702,24.18,120.6997,303.581254395337,2647.40883082798,266.310341693393,2675.78204010865,51N,-45.0719285596992,44.27422811155226,0.6113566086214959,43.66287150293076
4474,74,573,23.9263,121.0702,24.18,120.6417,303.581254395337,2647.40883082798,260.420935703994,2676.17565126404,51N,-53.63320542925727,52.90404414037388,0.6113566086214959,52.29268753175238
4475,74,574,23.9263,121.0702,24.16,120.6597,303.581254395337,2647.40883082798,262.2128243759,2673.91088337966,51N,-51.73082233867261,51.28461906392565,0.6113566086214959,50.673262455304155
4476,74,576,23.9263,121.0702,24.19,120.6788,303.581254395337,2647.40883082798,264.219490073035,2677.40484011083,51N,-49.84529361284758,48.83960546820572,0.6113566086214959,48.22824885958422
4477,74,577,23.9263,121.0702,24.16,120.6848,303.581254395337,2647.40883082798,264.771100360845,2673.88678869723,51N,-44.870080872444674,43.92612708952524,0.6113566086214959,43.31477048090374
4478,74,579,23.9263,121.0702,24.16,120.6335,303.581254395337,2647.40883082798,259.547871356871,2673.6417457336,51N,-52.598937574972396,51.79341778587537,0.6113566086214959,51.18206117725387
4479,74,580,23.9263,121.0702,24.17,120.62,303.581254395337,2647.40883082798,258.200785036895,2675.14208981027,51N,-54.02663002395786,53.07098219379985,0.6113566086214959,52.45962558517835
4480,74,583,23.9263,121.0702,24.22,120.6503,303.581254395337,2647.40883082798,261.379650721774,2680.79507903448,51N,-54.40146823487151,53.642050858801824,0.6113566086214959,53.030694250180325
4481,74,590,23.9263,121.0702,24.09,120.7282,303.581254395337,2647.40883082798,269.049741085002,2666.06040433492,51N,-41.192286606188524,40.69904522039912,0.6113566086214959,40.08768861177762
4482,74,591,23.9263,121.0702,24.28,120.7732,303.581254395337,2647.40883082798,273.954124436883,2686.5907259785,51N,-48.085384272636155,47.084006297209356,0.6113566086214959,46.47264968858786
4483,74,601,23.9263,121.0702,23.81,120.8537,303.581254395337,2647.40883082798,281.340944589643,2634.90045951856,51N,-21.26125661754779,19.96625924349805,0.6113566086214959,19.354902634876556
4484,74,603,23.9263,121.0702,23.9,120.9378,303.581254395337,2647.40883082798,290.062398646159,2644.68628888847,51N,-22.5624181813261,22.620170887812193,0.6113566086214959,22.008814279190698
4485,74,605,23.9263,121.0702,24.15,120.6842,303.581254395337,2647.40883082798,264.677066034022,2672.300110491,51N,-49.656184000174235,48.75593210454436,0.6113566086214959,48.14457549592286
4486,74,623,23.9263,121.0702,24.18,120.625,303.581254395337,2647.40883082798,258.734365693938,2676.62898270049,51N,-53.098370972378326,52.36044570645642,0.6113566086214959,51.74908909783492
4487,74,625,23.9263,121.0702,24.25,120.7287,303.581254395337,2647.40883082798,269.383010586659,2683.45119370921,51N,-47.73019966375284,47.02708270064088,0.6113566086214959,46.41572609201938
4488,74,632,23.9263,121.0702,24.08,120.5807,303.581254395337,2647.40883082798,254.035679521685,2665.51726562585,51N,-68.41506544564142,68.12931865483041,0.6113566086214959,67.51796204620892
4489,74,646,23.9263,121.0702,24.02,120.5515,303.581254395337,2647.40883082798,250.940510592185,2658.18320928106,51N,-74.26239401330498,73.79322954303412,0.6113566086214959,73.18187293441262
4490,74,648,23.9263,121.0702,23.95,120.6905,303.581254395337,2647.40883082798,264.970382576582,2650.96526193792,51N,-48.936806904389194,48.721734586820695,0.6113566086214959,48.110377978199196
4491,74,652,23.9263,121.0702,23.88,120.6925,303.581254395337,2647.40883082798,265.035263181172,2642.46930224865,51N,-45.36521532538252,46.222694732838605,0.6113566086214959,45.611338124217106
4492,74,661,23.9263,121.0702,23.92,120.6028,303.581254395337,2647.40883082798,255.98394187802,2647.49541091266,51N,-50.428953167291894,50.21086096576873,0.6113566086214959,49.59950435714723
4493,75,6,23.6878,120.9493,23.71,120.5385,290.890562465267,2621.16621625526,249.037014077006,2624.82422562571,51N,-48.73253425377041,48.38835852383411,-0.2959320354937177,48.68429055932783
4494,75,9,23.6878,120.9493,23.58,120.5602,290.890562465267,2621.16621625526,250.990737657192,2609.79430803052,51N,-50.691078871706544,50.74241395186395,-0.2959320354937177,51.03834598735767
4495,75,13,23.6878,120.9493,23.46,120.553,290.890562465267,2621.16621625526,250.038902872506,2596.90135264319,51N,-49.162026574464,49.06739978094772,-0.2959320354937177,49.36333181644144
4496,75,27,23.6878,120.9493,23.76,120.6157,290.890562465267,2621.16621625526,256.982901424657,2629.17668618989,51N,-41.458082058418675,41.35364833323527,-0.2959320354937177,41.64958036872899
4497,75,28,23.6878,120.9493,23.78,120.5228,290.890562465267,2621.16621625526,247.559657372149,2631.77573429644,51N,-43.82785823609135,43.710872200693416,-0.2959320354937177,44.006804236187136
4498,75,31,23.6878,120.9493,23.63,120.6157,290.890562465267,2621.16621625526,256.752141996993,2615.38521361911,51N,-44.17886752815723,44.16680973196653,-0.2959320354937177,44.46274176746025
4499,75,32,23.6878,120.9493,23.61,120.5373,290.890562465267,2621.16621625526,248.72232561435,2613.48990894129,51N,-51.89302100578782,50.85455039384329,-0.2959320354937177,51.15048242933701
4500,75,33,23.6878,120.9493,23.64,120.4838,290.890562465267,2621.16621625526,243.318647130486,2616.85306873381,51N,-51.1303540659089,50.64605202034137,-0.2959320354937177,50.94198405583509
4501,75,37,23.6878,120.9493,23.52,120.5525,290.890562465267,2621.16621625526,250.096648397375,2603.29030742947,51N,-48.96377517602501,48.66738937609871,-0.2959320354937177,48.96332141159243
4502,75,38,23.6878,120.9493,23.52,120.5917,290.890562465267,2621.16621625526,254.093693790749,2603.0010608122,51N,-51.64150928710892,51.563459008518386,-0.2959320354937177,51.859391044012106
4503,75,39,23.6878,120.9493,23.61,120.488,290.890562465267,2621.16621625526,243.672151367839,2612.76513780093,51N,-51.85388107884709,51.73906848523904,-0.2959320354937177,52.03500052073276
4504,75,44,23.6878,120.9493,23.44,120.6047,290.890562465267,2621.16621625526,255.276944770873,2594.10518159274,51N,-38.61571014877384,38.97722735111883,-0.2959320354937177,39.27315938661255
4505,75,77,23.6878,120.9493,23.51,120.8133,290.890562465267,2621.16621625526,276.717773125609,2601.49402336014,51N,-15.331398379837545,14.909998666730125,-0.2959320354937177,15.205930702223842
4506,75,94,23.6878,120.9493,23.79,120.4862,290.890562465267,2621.16621625526,243.84401020877,2633.11542823705,51N,-46.61338565481171,45.81939988610402,-0.2959320354937177,46.11533192159774
4507,75,103,23.6878,120.9493,23.68,120.5703,290.890562465267,2621.16621625526,252.22661630646,2621.4082028427,51N,-45.48596453414088,45.220561179924985,-0.2959320354937177,45.516493215418706
4508,75,106,23.6878,120.9493,23.67,120.4735,290.890562465267,2621.16621625526,242.314715325342,2619.73357207616,51N,-49.39636509987506,48.74285823946633,-0.2959320354937177,49.03879027496005
4509,75,180,23.6878,120.9493,23.59,121.3837,290.890562465267,2621.16621625526,335.066678113127,2609.52626542606,51N,-27.04692758535117,27.171244878631516,-0.2959320354937177,27.467176914125233
4510,75,182,23.6878,120.9493,23.5,121.3745,290.890562465267,2621.16621625526,334.017945181108,2599.55199054316,51N,-47.901829501523615,48.116539701263164,-0.2959320354937177,48.412471736756885
4511,75,184,23.6878,120.9493,23.46,121.3518,290.890562465267,2621.16621625526,331.65368788985,2595.27804322271,51N,-47.80883905847905,47.706440273655694,-0.2959320354937177,48.002372309149415
4512,75,588,23.6878,120.9493,24.06,120.6998,290.890562465267,2621.16621625526,266.10698899298,2662.35946803189,51N,-55.20387709858133,55.493715596632654,-0.2959320354937177,55.789647632126375
4513,75,590,23.6878,120.9493,24.09,120.7282,290.890562465267,2621.16621625526,269.049741085002,2666.06040433492,51N,-54.05511515417791,53.67130505126003,-0.2959320354937177,53.96723708675375
4514,75,595,23.6878,120.9493,24.04,120.858,290.890562465267,2621.16621625526,282.166447934641,2660.20361577357,51N,-33.24663606987434,32.585861063497404,-0.2959320354937177,32.881793098991125
4515,75,598,23.6878,120.9493,23.98,120.6877,290.890562465267,2621.16621625526,264.733421273442,2654.10859257634,51N,-30.11547802270139,29.622295639102553,-0.2959320354937177,29.91822767459627
4516,75,599,23.6878,120.9493,23.91,120.6835,290.890562465267,2621.16621625526,264.172933227825,2645.80749213576,51N,-12.832784817695554,12.747541168678525,-0.2959320354937177,13.043473204172242
4517,75,600,23.6878,120.9493,23.83,120.7873,290.890562465267,2621.16621625526,274.609754785675,2636.85044602114,51N,-6.455811482549652,6.255368409191643,-0.2959320354937177,6.551300444685361
4518,75,601,23.6878,120.9493,23.81,120.8537,290.890562465267,2621.16621625526,281.340944589643,2634.90045951856,51N,-8.022863409204769,6.8812007965620285,-0.2959320354937177,7.177132832055746
4519,75,602,23.6878,120.9493,23.84,120.9022,290.890562465267,2621.16621625526,286.326584434618,2637.74324853234,51N,-8.86285895937764,7.819627921713789,-0.2959320354937177,8.115559957207507
4520,75,603,23.6878,120.9493,23.9,120.9378,290.890562465267,2621.16621625526,290.062398646159,2644.68628888847,51N,-14.834944545209861,14.211756553227435,-0.2959320354937177,14.507688588721152
4521,75,607,23.6878,120.9493,23.88,120.9082,290.890562465267,2621.16621625526,287.010715856494,2642.66311568755,51N,-7.17954515421368,6.404487536232974,-0.2959320354937177,6.700419571726692
4522,75,633,23.6878,120.9493,23.96,120.5798,290.890562465267,2621.16621625526,253.717752277795,2651.96654982852,51N,-23.719758404307925,23.19578772451384,-0.2959320354937177,23.491719760007555
4523,75,643,23.6878,120.9493,23.98,120.6213,290.890562465267,2621.16621625526,257.97432823271,2653.77788026578,51N,-24.580790384817806,24.111308341641784,-0.2959320354937177,24.4072403771355
4524,75,645,23.6878,120.9493,23.81,120.618,290.890562465267,2621.16621625526,257.325810622324,2635.43153158636,51N,-23.94272691532929,23.81277837204304,-0.2959320354937177,24.10871040753676
4525,75,648,23.6878,120.9493,23.95,120.6905,290.890562465267,2621.16621625526,264.970382576582,2650.96526193792,51N,-26.224907412657544,26.098250137874448,-0.2959320354937177,26.394182173368165
4526,75,652,23.6878,120.9493,23.88,120.6925,290.890562465267,2621.16621625526,265.035263181172,2642.46930224865,51N,-10.843336181234154,11.691609333303784,-0.2959320354937177,11.987541368797501
4527,75,661,23.6878,120.9493,23.92,120.6028,290.890562465267,2621.16621625526,255.98394187802,2647.49541091266,51N,-19.78242097663468,19.791512853574286,-0.2959320354937177,20.087444889068003
4528,75,662,23.6878,120.9493,23.92,120.5483,290.890562465267,2621.16621625526,250.434572288503,2647.62761736168,51N,-22.518741929243554,21.836808580322767,-0.2959320354937177,22.132740615816484
4529,76,5,23.87,121.01,23.72,120.4205,297.36456933026,2641.25823587687,237.006230042357,2625.3327449085,51N,-27.402666200687946,28.339274412506654,-0.1596060568659258,28.49888046937258
4530,76,7,23.87,121.01,23.6,120.1795,297.36456933026,2641.25823587687,212.163931064656,2612.74307115743,51N,-52.89246292828456,53.69003269379875,-0.1596060568659258,53.849638750664674
4531,76,9,23.87,121.01,23.58,120.5602,297.36456933026,2641.25823587687,250.990737657192,2609.79430803052,51N,-31.721835422997643,32.47457488685792,-0.1596060568659258,32.63418094372385
4532,76,11,23.87,121.01,23.48,120.2775,297.36456933026,2641.25823587687,221.926111931305,2599.69714608361,51N,-52.36264577020856,53.25867369609353,-0.1596060568659258,53.41827975295946
4533,76,13,23.87,121.01,23.46,120.553,297.36456933026,2641.25823587687,250.038902872506,2596.90135264319,51N,-51.643044843910616,52.33659383088084,-0.1596060568659258,52.49619988774676
4534,76,15,23.87,121.01,23.33,120.1598,297.36456933026,2641.25823587687,209.566639305405,2582.95919802158,51N,-70.45461789810592,70.71117633314005,-0.1596060568659258,70.87078239000597
4535,76,17,23.87,121.01,23.29,120.5927,297.36456933026,2641.25823587687,253.781131604724,2578.16777960202,51N,-62.364059815330165,62.98324089083403,-0.1596060568659258,63.14284694769996
4536,76,18,23.87,121.01,23.35,120.4138,297.36456933026,2641.25823587687,235.597231062294,2584.92715876568,51N,-62.87747599181225,63.81586089379854,-0.1596060568659258,63.97546695066447
4537,76,19,23.87,121.01,23.22,120.1622,297.36456933026,2641.25823587687,209.563758766246,2570.61903872176,51N,-71.92944542298768,72.43660259726128,-0.1596060568659258,72.59620865412721
4538,76,20,23.87,121.01,23.21,120.277,297.36456933026,2641.25823587687,221.311148933544,2569.7845482575,51N,-84.88756069774541,84.90598410246733,-0.1596060568659258,85.06559015933325
4539,76,22,23.87,121.01,23.18,120.4859,297.36456933026,2641.25823587687,242.631344368301,2565.41899884923,51N,-83.01349565532121,83.43058952522108,-0.1596060568659258,83.590195582087
4540,76,25,23.87,121.01,23.04,120.4697,297.36456933026,2641.25823587687,240.713161997152,2550.65116116989,51N,-93.59888562010809,94.15474812106876,-0.1596060568659258,94.31435417793469
4541,76,27,23.87,121.01,23.76,120.6157,297.36456933026,2641.25823587687,256.982901424657,2629.17668618989,51N,-21.042884520589382,21.34810016514077,-0.1596060568659258,21.507706222006696
4542,76,28,23.87,121.01,23.78,120.5228,297.36456933026,2641.25823587687,247.559657372149,2631.77573429644,51N,-24.68709956224714,24.85607017056444,-0.1596060568659258,25.015676227430365
4543,76,29,23.87,121.01,23.8,120.4195,297.36456933026,2641.25823587687,237.063136166893,2634.08675177821,51N,-33.055465237470976,33.34466029340864,-0.1596060568659258,33.50426635027456
4544,76,30,23.87,121.01,23.75,120.2543,297.36456933026,2641.25823587687,220.127732133577,2629.36149430564,51N,-51.817923734660795,52.543004507366135,-0.1596060568659258,52.70261056423206
4545,76,31,23.87,121.01,23.63,120.6157,297.36456933026,2641.25823587687,256.752141996993,2615.38521361911,51N,-21.6376399752674,22.248892529535954,-0.1596060568659258,22.40849858640188
4546,76,32,23.87,121.01,23.61,120.5373,297.36456933026,2641.25823587687,248.72232561435,2613.48990894129,51N,-25.552563869182777,26.666943433451255,-0.1596060568659258,26.82654949031718
4547,76,33,23.87,121.01,23.64,120.4838,297.36456933026,2641.25823587687,243.318647130486,2616.85306873381,51N,-25.799668636820964,26.115116523279283,-0.1596060568659258,26.27472258014521
4548,76,35,23.87,121.01,23.58,120.3018,297.36456933026,2641.25823587687,224.607321975058,2609.99076937854,51N,-38.295330625521004,39.356941558586946,-0.1596060568659258,39.51654761545287
4549,76,36,23.87,121.01,23.54,120.2253,297.36456933026,2641.25823587687,216.713907095483,2605.94831702826,51N,-59.71912178337453,60.20944986901774,-0.1596060568659258,60.369055925883664
4550,76,37,23.87,121.01,23.52,120.5525,297.36456933026,2641.25823587687,250.096648397375,2603.29030742947,51N,-40.64318091936252,41.0640294356858,-0.1596060568659258,41.22363549255173
4551,76,38,23.87,121.01,23.52,120.5917,297.36456933026,2641.25823587687,254.093693790749,2603.0010608122,51N,-47.73608748657993,48.688241966611756,-0.1596060568659258,48.84784802347768
4552,76,39,23.87,121.01,23.61,120.488,297.36456933026,2641.25823587687,243.672151367839,2612.76513780093,51N,-25.851607285930072,27.004314829584253,-0.1596060568659258,27.163920886450178
4553,76,40,23.87,121.01,23.55,120.4292,297.36456933026,2641.25823587687,237.565176883194,2607.25882061375,51N,-32.209938040304095,32.97159352363411,-0.1596060568659258,33.13119958050004
4554,76,42,23.87,121.01,23.52,120.3512,297.36456933026,2641.25823587687,229.526999327804,2603.50786952081,51N,-37.66870009220632,38.32686994012515,-0.1596060568659258,38.486475996991075
4555,76,44,23.87,121.01,23.44,120.6047,297.36456933026,2641.25823587687,255.276944770873,2594.10518159274,51N,-56.313877421662895,57.489069481482645,-0.1596060568659258,57.64867553834857
4556,76,45,23.87,121.01,23.36,120.5918,297.36456933026,2641.25823587687,253.809920914971,2585.01859270184,51N,-62.70995157193308,62.95138395042293,-0.1596060568659258,63.110990007288855
4557,76,47,23.87,121.01,23.38,120.1722,297.36456933026,2641.25823587687,210.938477397671,2588.54821552565,51N,-67.48814411886195,67.81782998559642,-0.1596060568659258,67.97743604246234
4558,76,49,23.87,121.01,23.48,120.4713,297.36456933026,2641.25823587687,241.717016564104,2598.41202403386,51N,-45.43577174963224,46.33279705669768,-0.1596060568659258,46.492403113563604
4559,76,50,23.87,121.01,23.49,120.4553,297.36456933026,2641.25823587687,240.117978393025,2600.4718745303,51N,-39.26222581576884,40.43323459638671,-0.1596060568659258,40.59284065325264
4560,76,53,23.87,121.01,23.28,120.4156,297.36456933026,2641.25823587687,235.632334640933,2576.77405879453,51N,-78.96744526195006,79.20602129222027,-0.1596060568659258,79.3656273490862
4561,76,55,23.87,121.01,23.29,120.5087,297.36456933026,2641.25823587687,245.176336447261,2577.35827123036,51N,-74.12229749340845,75.04068640754727,-0.1596060568659258,75.2002924644132
4562,76,57,23.87,121.01,23.31,120.3175,297.36456933026,2641.25823587687,225.6468738684,2579.89982667327,51N,-57.91830764287913,58.36085856745082,-0.1596060568659258,58.520464624316745
4563,76,58,23.87,121.01,23.27,120.2768,297.36456933026,2641.25823587687,221.408450577708,2575.87830835695,51N,-64.98287423526028,65.72094130017499,-0.1596060568659258,65.88054735704091
4564,76,60,23.87,121.01,23.15,120.4186,297.36456933026,2641.25823587687,235.682644842404,2562.32277947713,51N,-96.79846931089494,97.04017664637243,-0.1596060568659258,97.19978270323836
4565,76,61,23.87,121.01,23.17,120.3272,297.36456933026,2641.25823587687,226.361903456138,2564.99918875336,51N,-98.90185930430185,99.13897840361697,-0.1596060568659258,99.2985844604829
4566,76,62,23.87,121.01,23.18,120.1113,297.36456933026,2641.25823587687,204.278559654372,2566.71440801572,51N,-84.06683251238385,84.07711996291344,-0.1596060568659258,84.23672601977937
4567,76,63,23.87,121.01,23.12,120.2458,297.36456933026,2641.25823587687,217.930586613064,2559.85506470741,51N,-101.3216116166409,101.26629215228931,-0.1596060568659258,101.42589820915524
4568,76,64,23.87,121.01,23.07,120.519,297.36456933026,2641.25823587687,245.827986404636,2553.94310500451,51N,-82.37790854345813,82.27716117580223,-0.1596060568659258,82.43676723266816
4569,76,65,23.87,121.01,23.12,120.459,297.36456933026,2641.25823587687,239.768687123676,2559.23685783055,51N,-93.31086510064716,93.80337021570091,-0.1596060568659258,93.96297627256683
4570,76,66,23.87,121.01,23.03,120.3495,297.36456933026,2641.25823587687,228.35672682205,2548.83831827049,51N,-117.66688620224537,117.87003264660295,-0.1596060568659258,118.02963870346888
4571,76,68,23.87,121.01,22.9,120.3517,297.36456933026,2641.25823587687,228.335973571025,2535.3742750349,51N,-113.58028351042718,114.26699847147879,-0.1596060568659258,114.42660452834471
4572,76,69,23.87,121.01,22.92,120.2172,297.36456933026,2641.25823587687,214.562033391232,2537.23556305216,51N,-133.80488439855444,133.927908835921,-0.1596060568659258,134.0875148927869
4573,76,70,23.87,121.01,23.0,120.1923,297.36456933026,2641.25823587687,212.179802882855,2545.9812156023,51N,-123.29252978785063,123.4090081924312,-0.1596060568659258,123.56861424929713
4574,76,72,23.87,121.01,22.97,120.1897,297.36456933026,2641.25823587687,211.854958314939,2543.30896769795,51N,-123.91289476248946,123.85252299727068,-0.1596060568659258,124.01212905413661
4575,76,73,23.87,121.01,22.96,120.2363,297.36456933026,2641.25823587687,216.622859691466,2542.18397080344,51N,-125.6229409851109,125.72122942912162,-0.1596060568659258,125.88083548598755
4576,76,74,23.87,121.01,23.06,120.1728,297.36456933026,2641.25823587687,210.32024417366,2553.29516668689,51N,-101.71317731990656,101.90329509060427,-0.1596060568659258,102.0629011474702
4577,76,77,23.87,121.01,23.51,120.8133,297.36456933026,2641.25823587687,276.717773125609,2601.49402336014,51N,-28.072212071710958,28.489667298155243,-0.1596060568659258,28.64927335502117
4578,76,78,23.87,121.01,23.57,119.5637,297.36456933026,2641.25823587687,149.178883191868,2610.31363277052,51N,-109.53704251612608,110.61925477248131,-0.1596060568659258,110.77886082934724
4579,76,79,23.87,121.01,23.64,120.2298,297.36456933026,2641.25823587687,217.382038315714,2616.7051633572,51N,-44.73353716679365,45.779048392823974,-0.1596060568659258,45.9386544496899
4580,76,81,23.87,121.01,23.04,120.2365,297.36456933026,2641.25823587687,216.794940568819,2550.40056064735,51N,-114.91710438396814,115.21942632570872,-0.1596060568659258,115.37903238257465
4581,76,82,23.87,121.01,23.18,120.5285,297.36456933026,2641.25823587687,247.008883720513,2566.1485840748,51N,-76.38817151391504,76.86324830480775,-0.1596060568659258,77.02285436167368
4582,76,84,23.87,121.01,23.26,120.5,297.36456933026,2641.25823587687,244.242831147198,2575.06054774482,51N,-76.15338292571302,76.03383268466875,-0.1596060568659258,76.19343874153468
4583,76,85,23.87,121.01,23.72,120.3067,297.36456933026,2641.25823587687,225.405447174995,2626.12024024444,51N,-41.726241162241195,42.904861212284885,-0.1596060568659258,43.06446726915081
4584,76,89,23.87,121.01,23.35,120.594,297.36456933026,2641.25823587687,254.0222868853,2584.46103930784,51N,-65.01510493994961,65.86000267962254,-0.1596060568659258,66.01960873648846
4585,76,90,23.87,121.01,23.38,120.5298,297.36456933026,2641.25823587687,247.517869234475,2587.98738958685,51N,-63.55359928036464,64.2880844001013,-0.1596060568659258,64.44769045696722
4586,76,91,23.87,121.01,23.34,120.438,297.36456933026,2641.25823587687,238.053065152879,2583.97839671539,51N,-65.41414980726219,66.98552109107113,-0.1596060568659258,67.14512714793706
